Year,State,Metric,Age Range,"Events per 1,000 women"
1992,RI,Birth Rate,15-19,46.2
1996,RI,Birth Rate,15-19,38.9
2000,RI,Birth Rate,15-19,33.5
2005,RI,Birth Rate,15-19,27.8
2006,RI,Birth Rate,15-19,27.5
2007,RI,Birth Rate,15-19,29.2
2008,RI,Birth Rate,15-19,27.6
2009,RI,Birth Rate,15-19,25.8
2010,RI,Birth Rate,15-19,22.4
2011,RI,Birth Rate,15-19,21.3
2012,RI,Birth Rate,15-19,19.8
2013,RI,Birth Rate,15-19,17.5
2014,RI,Birth Rate,15-19,15.8
2015,RI,Birth Rate,15-19,14.3
2016,RI,Birth Rate,15-19,13.0
1988,SC,Birth Rate,15-19,65.1
1992,SC,Birth Rate,15-19,69.7
1996,SC,Birth Rate,15-19,60.2
2000,SC,Birth Rate,15-19,57.8
2005,SC,Birth Rate,15-19,48.7
2006,SC,Birth Rate,15-19,52.0
2007,SC,Birth Rate,15-19,51.9
2008,SC,Birth Rate,15-19,51.2
2009,SC,Birth Rate,15-19,47.0
2010,SC,Birth Rate,15-19,42.9
2011,SC,Birth Rate,15-19,38.9
2012,SC,Birth Rate,15-19,36.4
2013,SC,Birth Rate,15-19,31.7
2014,SC,Birth Rate,15-19,28.5
2015,SC,Birth Rate,15-19,26.2
2016,SC,Birth Rate,15-19,23.7
1988,SD,Birth Rate,15-19,46.1
1992,SD,Birth Rate,15-19,48.3
1996,SD,Birth Rate,15-19,40.1
2000,SD,Birth Rate,15-19,38.0
2005,SD,Birth Rate,15-19,36.8
2006,SD,Birth Rate,15-19,38.7
2007,SD,Birth Rate,15-19,41.3
2008,SD,Birth Rate,15-19,39.1
2009,SD,Birth Rate,15-19,38.7
2010,SD,Birth Rate,15-19,34.8
2011,SD,Birth Rate,15-19,34.4
2012,SD,Birth Rate,15-19,33.5
2013,SD,Birth Rate,15-19,29.6
2014,SD,Birth Rate,15-19,26.8
2015,SD,Birth Rate,15-19,26.5
2016,SD,Birth Rate,15-19,25.0
1988,TN,Birth Rate,15-19,64.3
1992,TN,Birth Rate,15-19,70.9
1996,TN,Birth Rate,15-19,64.5
2000,TN,Birth Rate,15-19,59.3
2005,TN,Birth Rate,15-19,53.3
2006,TN,Birth Rate,15-19,52.1
2007,TN,Birth Rate,15-19,53.4
2008,TN,Birth Rate,15-19,52.2
2009,TN,Birth Rate,15-19,48.4
2010,TN,Birth Rate,15-19,43.5
2011,TN,Birth Rate,15-19,40.8
2012,TN,Birth Rate,15-19,38.4
2013,TN,Birth Rate,15-19,34.8
2014,TN,Birth Rate,15-19,33.2
2015,TN,Birth Rate,15-19,30.6
2016,TN,Birth Rate,15-19,28.0
1988,TX,Birth Rate,15-19,69.1
1992,TX,Birth Rate,15-19,78.2
1996,TX,Birth Rate,15-19,73.09999999999998
2000,TX,Birth Rate,15-19,68.5
2005,TX,Birth Rate,15-19,60.9
2006,TX,Birth Rate,15-19,61.6
2007,TX,Birth Rate,15-19,61.8
2008,TX,Birth Rate,15-19,60.7
2009,TX,Birth Rate,15-19,57.9
2010,TX,Birth Rate,15-19,52.2
2011,TX,Birth Rate,15-19,46.8
2012,TX,Birth Rate,15-19,44.2
2013,TX,Birth Rate,15-19,40.7
2014,TX,Birth Rate,15-19,37.6
2015,TX,Birth Rate,15-19,34.4
2016,TX,Birth Rate,15-19,30.7
1973,US,Birth Rate,15-19,59.3
1974,US,Birth Rate,15-19,57.6
1975,US,Birth Rate,15-19,55.6
1976,US,Birth Rate,15-19,52.8
1977,US,Birth Rate,15-19,52.8
1978,US,Birth Rate,15-19,51.5
1979,US,Birth Rate,15-19,52.3
1980,US,Birth Rate,15-19,53.2
1981,US,Birth Rate,15-19,52.2
1982,US,Birth Rate,15-19,52.4
1983,US,Birth Rate,15-19,51.4
1984,US,Birth Rate,15-19,50.6
1985,US,Birth Rate,15-19,51.0
1986,US,Birth Rate,15-19,50.2
1987,US,Birth Rate,15-19,50.6
1988,US,Birth Rate,15-19,53.0
1989,US,Birth Rate,15-19,57.3
1990,US,Birth Rate,15-19,60.3
1991,US,Birth Rate,15-19,61.8
1992,US,Birth Rate,15-19,60.3
1993,US,Birth Rate,15-19,59.0
1994,US,Birth Rate,15-19,58.2
1995,US,Birth Rate,15-19,56.0
1996,US,Birth Rate,15-19,53.5
1997,US,Birth Rate,15-19,51.3
1998,US,Birth Rate,15-19,50.3
1999,US,Birth Rate,15-19,48.8
2000,US,Birth Rate,15-19,47.6
2001,US,Birth Rate,15-19,45.0
2002,US,Birth Rate,15-19,42.6
2003,US,Birth Rate,15-19,41.1
2004,US,Birth Rate,15-19,40.5
2005,US,Birth Rate,15-19,39.7
2006,US,Birth Rate,15-19,41.1
2007,US,Birth Rate,15-19,41.5
2008,US,Birth Rate,15-19,40.2
2009,US,Birth Rate,15-19,37.9
2010,US,Birth Rate,15-19,34.4
2011,US,Birth Rate,15-19,31.3
2012,US,Birth Rate,15-19,29.3
2013,US,Birth Rate,15-19,26.4
2014,US,Birth Rate,15-19,24.2
2015,US,Birth Rate,15-19,22.3
2016,US,Birth Rate,15-19,20.3
1988,UT,Birth Rate,15-19,46.0
1992,UT,Birth Rate,15-19,45.7
1996,UT,Birth Rate,15-19,41.2
2000,UT,Birth Rate,15-19,38.0
2005,UT,Birth Rate,15-19,30.5
2006,UT,Birth Rate,15-19,33.3
2007,UT,Birth Rate,15-19,35.4
2008,UT,Birth Rate,15-19,34.6
2009,UT,Birth Rate,15-19,30.7
2010,UT,Birth Rate,15-19,28.0
2011,UT,Birth Rate,15-19,23.8
2012,UT,Birth Rate,15-19,23.3
2013,UT,Birth Rate,15-19,20.8
2014,UT,Birth Rate,15-19,19.6
2015,UT,Birth Rate,15-19,17.9
2016,UT,Birth Rate,15-19,15.7
1988,VT,Birth Rate,15-19,33.6
1992,VT,Birth Rate,15-19,35.6
1996,VT,Birth Rate,15-19,29.5
2000,VT,Birth Rate,15-19,23.4
2005,VT,Birth Rate,15-19,17.4
2006,VT,Birth Rate,15-19,19.8
2007,VT,Birth Rate,15-19,21.0
2008,VT,Birth Rate,15-19,20.3
2009,VT,Birth Rate,15-19,17.3
2010,VT,Birth Rate,15-19,17.9
2011,VT,Birth Rate,15-19,16.7
2012,VT,Birth Rate,15-19,16.2
2013,VT,Birth Rate,15-19,14.5
2014,VT,Birth Rate,15-19,14.3
2015,VT,Birth Rate,15-19,11.5
2016,VT,Birth Rate,15-19,10.1
1988,VA,Birth Rate,15-19,45.5
1992,VA,Birth Rate,15-19,51.7
1996,VA,Birth Rate,15-19,45.4
2000,VA,Birth Rate,15-19,40.7
2005,VA,Birth Rate,15-19,33.6
2006,VA,Birth Rate,15-19,34.2
2007,VA,Birth Rate,15-19,34.2
2008,VA,Birth Rate,15-19,32.5
2009,VA,Birth Rate,15-19,30.4
2010,VA,Birth Rate,15-19,27.4
2011,VA,Birth Rate,15-19,24.5
2012,VA,Birth Rate,15-19,22.9
2013,VA,Birth Rate,15-19,20.1
2014,VA,Birth Rate,15-19,18.5
2015,VA,Birth Rate,15-19,17.1
2016,VA,Birth Rate,15-19,15.5
1988,WA,Birth Rate,15-19,47.1
1992,WA,Birth Rate,15-19,51.0
1996,WA,Birth Rate,15-19,45.6
2000,WA,Birth Rate,15-19,39.0
2005,WA,Birth Rate,15-19,31.1
2006,WA,Birth Rate,15-19,32.2
2007,WA,Birth Rate,15-19,33.3
2008,WA,Birth Rate,15-19,32.8
2009,WA,Birth Rate,15-19,30.4
2010,WA,Birth Rate,15-19,26.9
2011,WA,Birth Rate,15-19,25.4
2012,WA,Birth Rate,15-19,23.3
2013,WA,Birth Rate,15-19,20.5
2014,WA,Birth Rate,15-19,19.2
2015,WA,Birth Rate,15-19,17.6
2016,WA,Birth Rate,15-19,16.6
1988,WV,Birth Rate,15-19,49.9
1992,WV,Birth Rate,15-19,56.3
1996,WV,Birth Rate,15-19,50.5
2000,WV,Birth Rate,15-19,46.5
2005,WV,Birth Rate,15-19,42.2
2006,WV,Birth Rate,15-19,44.2
2007,WV,Birth Rate,15-19,45.8
2008,WV,Birth Rate,15-19,46.9
2009,WV,Birth Rate,15-19,48.2
2010,WV,Birth Rate,15-19,45.2
2011,WV,Birth Rate,15-19,43.9
2012,WV,Birth Rate,15-19,43.9
2013,WV,Birth Rate,15-19,40.2
2014,WV,Birth Rate,15-19,36.6
2015,WV,Birth Rate,15-19,32.1
2016,WV,Birth Rate,15-19,29.4
1988,WI,Birth Rate,15-19,38.3
1992,WI,Birth Rate,15-19,42.0
1996,WI,Birth Rate,15-19,36.9
2000,WI,Birth Rate,15-19,35.1
2005,WI,Birth Rate,15-19,29.7
2006,WI,Birth Rate,15-19,29.9
2007,WI,Birth Rate,15-19,31.1
2008,WI,Birth Rate,15-19,30.3
2009,WI,Birth Rate,15-19,29.4
2010,WI,Birth Rate,15-19,26.2
2011,WI,Birth Rate,15-19,23.3
2012,WI,Birth Rate,15-19,21.8
2013,WI,Birth Rate,15-19,19.5
2014,WI,Birth Rate,15-19,18.0
2015,WI,Birth Rate,15-19,16.2
2016,WI,Birth Rate,15-19,15.0
1988,WY,Birth Rate,15-19,49.3
1992,WY,Birth Rate,15-19,49.8
1996,WY,Birth Rate,15-19,44.7
2000,WY,Birth Rate,15-19,41.6
2005,WY,Birth Rate,15-19,42.7
2006,WY,Birth Rate,15-19,46.0
2007,WY,Birth Rate,15-19,49.9
2008,WY,Birth Rate,15-19,47.5
2009,WY,Birth Rate,15-19,43.4
2010,WY,Birth Rate,15-19,39.4
2011,WY,Birth Rate,15-19,35.2
2012,WY,Birth Rate,15-19,34.9
2013,WY,Birth Rate,15-19,29.9
2014,WY,Birth Rate,15-19,30.8
2015,WY,Birth Rate,15-19,28.8
2016,WY,Birth Rate,15-19,26.4
1988,AL,Birth Rate,Total,64.3
1992,AL,Birth Rate,Total,64.6
1996,AL,Birth Rate,Total,61.8
2000,AL,Birth Rate,Total,65.2
2005,AL,Birth Rate,Total,63.6
2006,AL,Birth Rate,Total,66.1
2007,AL,Birth Rate,Total,67.6
2008,AL,Birth Rate,Total,67.2
2009,AL,Birth Rate,Total,64.9
2010,AL,Birth Rate,Total,62.5
2011,AL,Birth Rate,Total,61.9
2012,AL,Birth Rate,Total,60.9
2013,AL,Birth Rate,Total,60.5
2014,AL,Birth Rate,Total,61.9
2015,AL,Birth Rate,Total,62.3
2016,AL,Birth Rate,Total,62.1
1988,AK,Birth Rate,Total,82.2
1992,AK,Birth Rate,Total,81.5
1996,AK,Birth Rate,Total,69.3
2000,AK,Birth Rate,Total,70.7
2005,AK,Birth Rate,Total,73.9
2006,AK,Birth Rate,Total,77.2
2007,AK,Birth Rate,Total,78.0
2008,AK,Birth Rate,Total,81.29999999999998
2009,AK,Birth Rate,Total,79.5
2010,AK,Birth Rate,Total,79.7
2011,AK,Birth Rate,Total,78.79999999999998
2012,AK,Birth Rate,Total,76.29999999999998
2013,AK,Birth Rate,Total,77.5
2014,AK,Birth Rate,Total,77.5
2015,AK,Birth Rate,Total,77.0
2016,AK,Birth Rate,Total,76.29999999999998
1988,AZ,Birth Rate,Total,79.79999999999998
1992,AZ,Birth Rate,Total,78.4
1996,AZ,Birth Rate,Total,74.9
2000,AZ,Birth Rate,Total,78.29999999999998
2005,AZ,Birth Rate,Total,80.59999999999998
2006,AZ,Birth Rate,Total,83.5
2007,AZ,Birth Rate,Total,82.59999999999998
2008,AZ,Birth Rate,Total,79.0
2009,AZ,Birth Rate,Total,73.5
2010,AZ,Birth Rate,Total,69.2
2011,AZ,Birth Rate,Total,67.2
2012,AZ,Birth Rate,Total,67.2
2013,AZ,Birth Rate,Total,66.0
2014,AZ,Birth Rate,Total,66.2
2015,AZ,Birth Rate,Total,64.4
2016,AZ,Birth Rate,Total,63.0
1988,AR,Birth Rate,Total,67.0
1992,AR,Birth Rate,Total,65.8
1996,AR,Birth Rate,Total,65.7
2000,AR,Birth Rate,Total,67.1
2005,AR,Birth Rate,Total,69.5
2006,AR,Birth Rate,Total,72.09999999999998
2007,AR,Birth Rate,Total,72.7
2008,AR,Birth Rate,Total,71.5
2009,AR,Birth Rate,Total,70.0
2010,AR,Birth Rate,Total,67.6
2011,AR,Birth Rate,Total,67.6
2012,AR,Birth Rate,Total,66.7
2013,AR,Birth Rate,Total,65.7
2014,AR,Birth Rate,Total,66.8
2015,AR,Birth Rate,Total,67.4
2016,AR,Birth Rate,Total,66.4
1988,CA,Birth Rate,Total,76.9
1992,CA,Birth Rate,Total,82.59999999999998
1996,CA,Birth Rate,Total,74.5
2000,CA,Birth Rate,Total,70.2
2005,CA,Birth Rate,Total,70.5
2006,CA,Birth Rate,Total,72.09999999999998
2007,CA,Birth Rate,Total,72.59999999999998
2008,CA,Birth Rate,Total,70.5
2009,CA,Birth Rate,Total,67.1
2010,CA,Birth Rate,Total,64.7
2011,CA,Birth Rate,Total,63.4
2012,CA,Birth Rate,Total,63.2
2013,CA,Birth Rate,Total,61.8
2014,CA,Birth Rate,Total,62.6
2015,CA,Birth Rate,Total,61.1
2016,CA,Birth Rate,Total,60.6
1988,CO,Birth Rate,Total,65.7
1992,CO,Birth Rate,Total,64.7
1996,CO,Birth Rate,Total,60.5
2000,CO,Birth Rate,Total,67.1
2005,CO,Birth Rate,Total,69.6
2006,CO,Birth Rate,Total,70.9
2007,CO,Birth Rate,Total,70.5
2008,CO,Birth Rate,Total,69.1
2009,CO,Birth Rate,Total,67.2
2010,CO,Birth Rate,Total,64.5
2011,CO,Birth Rate,Total,62.4
2012,CO,Birth Rate,Total,61.7
2013,CO,Birth Rate,Total,60.7
2014,CO,Birth Rate,Total,60.7
2015,CO,Birth Rate,Total,60.2
2016,CO,Birth Rate,Total,59.3
1988,CT,Birth Rate,Total,61.0
1992,CT,Birth Rate,Total,62.6
1996,CT,Birth Rate,Total,60.5
2000,CT,Birth Rate,Total,59.5
2005,CT,Birth Rate,Total,58.8
2006,CT,Birth Rate,Total,59.2
2007,CT,Birth Rate,Total,59.4
2008,CT,Birth Rate,Total,57.8
2009,CT,Birth Rate,Total,56.0
2010,CT,Birth Rate,Total,54.5
2011,CT,Birth Rate,Total,54.1
2012,CT,Birth Rate,Total,53.2
2013,CT,Birth Rate,Total,52.8
2014,CT,Birth Rate,Total,53.2
2015,CT,Birth Rate,Total,52.8
2016,CT,Birth Rate,Total,53.6
1988,DE,Birth Rate,Total,65.8
1992,DE,Birth Rate,Total,64.9
1996,DE,Birth Rate,Total,59.6
2000,DE,Birth Rate,Total,63.5
2005,DE,Birth Rate,Total,65.3
2006,DE,Birth Rate,Total,66.9
2007,DE,Birth Rate,Total,67.7
2008,DE,Birth Rate,Total,67.2
2009,DE,Birth Rate,Total,64.4
2010,DE,Birth Rate,Total,63.4
2011,DE,Birth Rate,Total,62.8
2012,DE,Birth Rate,Total,61.6
2013,DE,Birth Rate,Total,60.4
2014,DE,Birth Rate,Total,61.1
2015,DE,Birth Rate,Total,62.2
2016,DE,Birth Rate,Total,61.5
1988,DC,Birth Rate,Total,60.4
1992,DC,Birth Rate,Total,68.4
1996,DC,Birth Rate,Total,56.9
2000,DC,Birth Rate,Total,53.4
2005,DC,Birth Rate,Total,55.4
2006,DC,Birth Rate,Total,57.9
2007,DC,Birth Rate,Total,59.4
2008,DC,Birth Rate,Total,59.7
2009,DC,Birth Rate,Total,57.4
2010,DC,Birth Rate,Total,56.1
2011,DC,Birth Rate,Total,55.6
2012,DC,Birth Rate,Total,54.9
2013,DC,Birth Rate,Total,53.2
2014,DC,Birth Rate,Total,53.6
2015,DC,Birth Rate,Total,52.9
2016,DC,Birth Rate,Total,53.5
1988,FL,Birth Rate,Total,68.7
1992,FL,Birth Rate,Total,66.3
1996,FL,Birth Rate,Total,61.8
2000,FL,Birth Rate,Total,63.1
2005,FL,Birth Rate,Total,64.3
2006,FL,Birth Rate,Total,66.4
2007,FL,Birth Rate,Total,66.8
2008,FL,Birth Rate,Total,64.7
2009,FL,Birth Rate,Total,62.2
2010,FL,Birth Rate,Total,60.2
2011,FL,Birth Rate,Total,59.4
2012,FL,Birth Rate,Total,58.9
2013,FL,Birth Rate,Total,59.0
2014,FL,Birth Rate,Total,59.7
2015,FL,Birth Rate,Total,60.0
2016,FL,Birth Rate,Total,59.4
1988,GA,Birth Rate,Total,66.6
1992,GA,Birth Rate,Total,66.4
1996,GA,Birth Rate,Total,63.5
2000,GA,Birth Rate,Total,69.6
2005,GA,Birth Rate,Total,71.4
2006,GA,Birth Rate,Total,73.4
2007,GA,Birth Rate,Total,73.59999999999998
2008,GA,Birth Rate,Total,70.8
2009,GA,Birth Rate,Total,68.1
2010,GA,Birth Rate,Total,64.6
2011,GA,Birth Rate,Total,63.8
2012,GA,Birth Rate,Total,62.4
2013,GA,Birth Rate,Total,61.6
2014,GA,Birth Rate,Total,62.3
2015,GA,Birth Rate,Total,62.2
2016,GA,Birth Rate,Total,61.0
1988,HI,Birth Rate,Total,74.7
1992,HI,Birth Rate,Total,75.0
1996,HI,Birth Rate,Total,70.3
2000,HI,Birth Rate,Total,69.2
2005,HI,Birth Rate,Total,69.2
2006,HI,Birth Rate,Total,72.79999999999998
2007,HI,Birth Rate,Total,73.7
2008,HI,Birth Rate,Total,74.79999999999998
2009,HI,Birth Rate,Total,72.29999999999998
2010,HI,Birth Rate,Total,72.29999999999998
2011,HI,Birth Rate,Total,71.6
2012,HI,Birth Rate,Total,71.2
2013,HI,Birth Rate,Total,70.9
2014,HI,Birth Rate,Total,69.5
2015,HI,Birth Rate,Total,69.0
2016,HI,Birth Rate,Total,67.6
1988,ID,Birth Rate,Total,72.2
1992,ID,Birth Rate,Total,73.29999999999998
1996,ID,Birth Rate,Total,70.0
2000,ID,Birth Rate,Total,73.09999999999998
2005,ID,Birth Rate,Total,78.9
2006,ID,Birth Rate,Total,81.4
2007,ID,Birth Rate,Total,83.0
2008,ID,Birth Rate,Total,82.5
2009,ID,Birth Rate,Total,77.59999999999998
2010,ID,Birth Rate,Total,75.7
2011,ID,Birth Rate,Total,72.4
2012,ID,Birth Rate,Total,74.2
2013,ID,Birth Rate,Total,71.9
2014,ID,Birth Rate,Total,72.79999999999998
2015,ID,Birth Rate,Total,71.9
2016,ID,Birth Rate,Total,69.5
1988,IL,Birth Rate,Total,68.8
1992,IL,Birth Rate,Total,70.5
1996,IL,Birth Rate,Total,66.8
2000,IL,Birth Rate,Total,67.5
2005,IL,Birth Rate,Total,67.0
2006,IL,Birth Rate,Total,67.9
2007,IL,Birth Rate,Total,68.1
2008,IL,Birth Rate,Total,66.8
2009,IL,Birth Rate,Total,64.8
2010,IL,Birth Rate,Total,62.8
2011,IL,Birth Rate,Total,61.5
2012,IL,Birth Rate,Total,60.9
2013,IL,Birth Rate,Total,60.2
2014,IL,Birth Rate,Total,61.1
2015,IL,Birth Rate,Total,61.4
2016,IL,Birth Rate,Total,60.6
1988,IN,Birth Rate,Total,63.0
1992,IN,Birth Rate,Total,63.8
1996,IN,Birth Rate,Total,62.3
2000,IN,Birth Rate,Total,66.2
2005,IN,Birth Rate,Total,67.0
2006,IN,Birth Rate,Total,68.1
2007,IN,Birth Rate,Total,69.2
2008,IN,Birth Rate,Total,68.5
2009,IN,Birth Rate,Total,67.1
2010,IN,Birth Rate,Total,65.2
2011,IN,Birth Rate,Total,65.0
2012,IN,Birth Rate,Total,64.7
2013,IN,Birth Rate,Total,64.3
2014,IN,Birth Rate,Total,65.0
2015,IN,Birth Rate,Total,65.0
2016,IN,Birth Rate,Total,64.3
1988,IA,Birth Rate,Total,62.1
1992,IA,Birth Rate,Total,62.5
1996,IA,Birth Rate,Total,59.8
2000,IA,Birth Rate,Total,62.7
2005,IA,Birth Rate,Total,66.9
2006,IA,Birth Rate,Total,69.5
2007,IA,Birth Rate,Total,70.3
2008,IA,Birth Rate,Total,69.4
2009,IA,Birth Rate,Total,68.8
2010,IA,Birth Rate,Total,67.1
2011,IA,Birth Rate,Total,65.9
2012,IA,Birth Rate,Total,66.7
2013,IA,Birth Rate,Total,66.9
2014,IA,Birth Rate,Total,67.6
2015,IA,Birth Rate,Total,67.1
2016,IA,Birth Rate,Total,66.8
1988,KS,Birth Rate,Total,69.7
1992,KS,Birth Rate,Total,67.7
1996,KS,Birth Rate,Total,63.8
2000,KS,Birth Rate,Total,69.1
2005,KS,Birth Rate,Total,71.3
2006,KS,Birth Rate,Total,73.7
2007,KS,Birth Rate,Total,75.7
2008,KS,Birth Rate,Total,75.59999999999998
2009,KS,Birth Rate,Total,74.79999999999998
2010,KS,Birth Rate,Total,73.2
2011,KS,Birth Rate,Total,71.2
2012,KS,Birth Rate,Total,72.2
2013,KS,Birth Rate,Total,69.4
2014,KS,Birth Rate,Total,70.1
2015,KS,Birth Rate,Total,69.8
2016,KS,Birth Rate,Total,67.9
1988,KY,Birth Rate,Total,58.7
1992,KY,Birth Rate,Total,61.3
1996,KY,Birth Rate,Total,59.0
2000,KY,Birth Rate,Total,63.1
2005,KY,Birth Rate,Total,65.0
2006,KY,Birth Rate,Total,67.3
2007,KY,Birth Rate,Total,68.8
2008,KY,Birth Rate,Total,67.7
2009,KY,Birth Rate,Total,67.2
2010,KY,Birth Rate,Total,65.2
2011,KY,Birth Rate,Total,64.7
2012,KY,Birth Rate,Total,65.2
2013,KY,Birth Rate,Total,65.1
2014,KY,Birth Rate,Total,65.9
2015,KY,Birth Rate,Total,65.7
2016,KY,Birth Rate,Total,65.3
1988,LA,Birth Rate,Total,72.29999999999998
1992,LA,Birth Rate,Total,69.9
1996,LA,Birth Rate,Total,63.9
2000,LA,Birth Rate,Total,67.5
2005,LA,Birth Rate,Total,62.0
2006,LA,Birth Rate,Total,69.8
2007,LA,Birth Rate,Total,72.4
2008,LA,Birth Rate,Total,70.9
2009,LA,Birth Rate,Total,70.2
2010,LA,Birth Rate,Total,67.1
2011,LA,Birth Rate,Total,66.4
2012,LA,Birth Rate,Total,67.0
2013,LA,Birth Rate,Total,67.4
2014,LA,Birth Rate,Total,68.7
2015,LA,Birth Rate,Total,68.9
2016,LA,Birth Rate,Total,67.4
1988,ME,Birth Rate,Total,60.7
1992,ME,Birth Rate,Total,56.9
1996,ME,Birth Rate,Total,50.4
2000,ME,Birth Rate,Total,50.9
2005,ME,Birth Rate,Total,54.3
2006,ME,Birth Rate,Total,55.2
2007,ME,Birth Rate,Total,55.8
2008,ME,Birth Rate,Total,54.5
2009,ME,Birth Rate,Total,55.0
2010,ME,Birth Rate,Total,53.8
2011,ME,Birth Rate,Total,53.2
2012,ME,Birth Rate,Total,54.1
2013,ME,Birth Rate,Total,54.4
2014,ME,Birth Rate,Total,54.2
2015,ME,Birth Rate,Total,54.3
2016,ME,Birth Rate,Total,54.9
1988,MD,Birth Rate,Total,64.3
1992,MD,Birth Rate,Total,65.2
1996,MD,Birth Rate,Total,60.0
2000,MD,Birth Rate,Total,62.4
2005,MD,Birth Rate,Total,62.0
2006,MD,Birth Rate,Total,64.1
2007,MD,Birth Rate,Total,65.0
2008,MD,Birth Rate,Total,64.6
2009,MD,Birth Rate,Total,62.9
2010,MD,Birth Rate,Total,61.8
2011,MD,Birth Rate,Total,61.1
2012,MD,Birth Rate,Total,60.9
2013,MD,Birth Rate,Total,60.1
2014,MD,Birth Rate,Total,61.8
2015,MD,Birth Rate,Total,61.7
2016,MD,Birth Rate,Total,61.6
1988,MA,Birth Rate,Total,59.0
1992,MA,Birth Rate,Total,60.3
1996,MA,Birth Rate,Total,56.2
2000,MA,Birth Rate,Total,57.4
2005,MA,Birth Rate,Total,55.9
2006,MA,Birth Rate,Total,56.9
2007,MA,Birth Rate,Total,57.4
2008,MA,Birth Rate,Total,56.8
2009,MA,Birth Rate,Total,55.4
2010,MA,Birth Rate,Total,53.8
2011,MA,Birth Rate,Total,53.9
2012,MA,Birth Rate,Total,53.3
2013,MA,Birth Rate,Total,52.5
2014,MA,Birth Rate,Total,52.3
2015,MA,Birth Rate,Total,52.0
2016,MA,Birth Rate,Total,51.8
1988,MI,Birth Rate,Total,62.9
1992,MI,Birth Rate,Total,65.0
1996,MI,Birth Rate,Total,60.4
2000,MI,Birth Rate,Total,63.2
2005,MI,Birth Rate,Total,61.9
2006,MI,Birth Rate,Total,62.5
2007,MI,Birth Rate,Total,62.3
2008,MI,Birth Rate,Total,61.4
2009,MI,Birth Rate,Total,60.5
2010,MI,Birth Rate,Total,59.8
2011,MI,Birth Rate,Total,59.8
2012,MI,Birth Rate,Total,59.5
2013,MI,Birth Rate,Total,59.8
2014,MI,Birth Rate,Total,60.4
2015,MI,Birth Rate,Total,60.1
2016,MI,Birth Rate,Total,60.3
1988,MN,Birth Rate,Total,65.4
1992,MN,Birth Rate,Total,63.3
1996,MN,Birth Rate,Total,59.6
2000,MN,Birth Rate,Total,62.4
2005,MN,Birth Rate,Total,66.3
2006,MN,Birth Rate,Total,69.0
2007,MN,Birth Rate,Total,69.4
2008,MN,Birth Rate,Total,68.6
2009,MN,Birth Rate,Total,67.2
2010,MN,Birth Rate,Total,65.7
2011,MN,Birth Rate,Total,65.5
2012,MN,Birth Rate,Total,65.8
2013,MN,Birth Rate,Total,66.0
2014,MN,Birth Rate,Total,66.5
2015,MN,Birth Rate,Total,66.4
2016,MN,Birth Rate,Total,66.0
1988,MS,Birth Rate,Total,70.1
1992,MS,Birth Rate,Total,70.2
1996,MS,Birth Rate,Total,65.1
2000,MS,Birth Rate,Total,69.4
2005,MS,Birth Rate,Total,68.7
2006,MS,Birth Rate,Total,75.5
2007,MS,Birth Rate,Total,76.29999999999998
2008,MS,Birth Rate,Total,73.9
2009,MS,Birth Rate,Total,70.8
2010,MS,Birth Rate,Total,66.3
2011,MS,Birth Rate,Total,66.1
2012,MS,Birth Rate,Total,64.2
2013,MS,Birth Rate,Total,64.1
2014,MS,Birth Rate,Total,64.4
2015,MS,Birth Rate,Total,64.1
2016,MS,Birth Rate,Total,63.7
1988,MO,Birth Rate,Total,65.5
1992,MO,Birth Rate,Total,65.0
1996,MO,Birth Rate,Total,61.4
2000,MO,Birth Rate,Total,63.4
2005,MO,Birth Rate,Total,65.9
2006,MO,Birth Rate,Total,68.3
2007,MO,Birth Rate,Total,68.9
2008,MO,Birth Rate,Total,68.4
2009,MO,Birth Rate,Total,66.9
2010,MO,Birth Rate,Total,65.2
2011,MO,Birth Rate,Total,64.8
2012,MO,Birth Rate,Total,64.3
2013,MO,Birth Rate,Total,64.2
2014,MO,Birth Rate,Total,64.2
2015,MO,Birth Rate,Total,64.0
2016,MO,Birth Rate,Total,63.9
1988,MT,Birth Rate,Total,65.7
1992,MT,Birth Rate,Total,64.0
1996,MT,Birth Rate,Total,57.1
2000,MT,Birth Rate,Total,59.1
2005,MT,Birth Rate,Total,64.0
2006,MT,Birth Rate,Total,69.2
2007,MT,Birth Rate,Total,68.7
2008,MT,Birth Rate,Total,69.6
2009,MT,Birth Rate,Total,68.1
2010,MT,Birth Rate,Total,67.0
2011,MT,Birth Rate,Total,66.7
2012,MT,Birth Rate,Total,66.6
2013,MT,Birth Rate,Total,67.2
2014,MT,Birth Rate,Total,67.1
2015,MT,Birth Rate,Total,67.5
2016,MT,Birth Rate,Total,65.2
1988,NE,Birth Rate,Total,67.6
1992,NE,Birth Rate,Total,65.3
1996,NE,Birth Rate,Total,63.4
2000,NE,Birth Rate,Total,67.5
2005,NE,Birth Rate,Total,73.09999999999998
2006,NE,Birth Rate,Total,75.09999999999998
2007,NE,Birth Rate,Total,76.0
2008,NE,Birth Rate,Total,76.29999999999998
2009,NE,Birth Rate,Total,76.09999999999998
2010,NE,Birth Rate,Total,72.9
2011,NE,Birth Rate,Total,72.09999999999998
2012,NE,Birth Rate,Total,72.29999999999998
2013,NE,Birth Rate,Total,72.29999999999998
2014,NE,Birth Rate,Total,73.79999999999998
